brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_normalized,brand_group
Seat,Arona,Seat Arona,72500.0,2019,2,115.0,0,petrol,1.0,0,1,1,0,1,1,seat,Budget
Audi,Q5,Audi Q5,104000.0,2015,3,225.0,1,petrol,2.0,1,1,0,0,0,0,audi,Luxury
Volkswagen,Passat,Volkswagen Passat,30000.0,2008,2,200.0,0,petrol,2.0,0,1,0,0,0,0,volkswagen,Other
Peugeot,508,Peugeot 508,31800.0,2015,2,156.0,0,petrol,1.6,1,1,0,0,0,0,peugeot,Other
Peugeot,2008,Peugeot 2008,91800.0,2021,1,130.0,0,petrol,1.2,0,1,1,1,0,0,peugeot,Other
Skoda,Kodiaq,Skoda Kodiaq,119000.0,2019,1,150.0,0,petrol,1.5,0,1,1,0,1,1,skoda,Budget
Renault,Capture,Renault Capture,51500.0,2019,1,90.0,0,diesel,1.5,0,1,1,1,0,0,renault,Budget
Kia,Sportage,Kia Sportage,92000.0,2019,1,136.0,0,diesel,1.6,0,1,1,0,0,0,kia,Budget
Ford,Explorer,Ford Explorer,79900.0,2014,3,290.0,1,petrol,3.5,1,1,0,0,0,0,ford,Other
Skoda,Kodiaq,Skoda Kodiaq,135860.0,2020,1,150.0,0,petrol,1.5,0,0,0,0,0,0,skoda,Budget
Kia,Stonic,Kia Stonic,67000.0,2020,3,120.0,0,petrol,1.0,0,1,1,1,0,0,kia,Budget
Hyundai,i20,Hyundai i20,119900.0,2024,1,100.0,0,petrol,1.0,0,1,1,0,1,1,hyundai,Budget
Hyundai,i10,Hyundai i10,25000.0,2015,1,66.0,0,petrol,1.0,0,0,0,1,0,0,hyundai,Budget
Renault,Megane Grand Coupe,Renault Megane Grand Coupe,71900.0,2019,1,116.0,0,diesel,1.5,0,1,0,1,1,1,renault,Budget
Subaru,Impreza,The new Subaru Impreza,9000.0,2020,4,114.0,0,petrol,1.6,0,1,1,0,0,0,subaru,Other
Hyundai,Ioniq,Hyundai Ioniq,99900.0,2021,1,141.0,0,hybrid,1.6,0,1,1,0,1,1,hyundai,Budget
Nissan,X-Trail,Nissan X-Trail,97306.0,2020,1,160.0,0,petrol,1.3,0,1,1,0,0,0,nissan,Budget
Mazda,3,Mazda 3,89900.0,2020,1,165.0,0,petrol,2.0,0,1,1,0,1,1,mazda,Other
Opel,Mocha,Opal Mocha,112900.0,2022,1,136.0,0,electric,,0,1,1,0,1,1,opel,Other
Kia,Sportage,Kia Sportage,50000.0,2016,4,132.0,0,petrol,1.6,0,1,1,0,0,0,kia,Budget
Skoda,Superb,Skoda Superb (until 2019),80000.0,2017,2,150.0,0,petrol,1.4,0,1,1,0,1,1,skoda,Budget
Volvo,S60,Volvo S60,19500.0,2013,3,180.0,0,petrol,1.6,1,1,0,0,0,0,volvo,Other
Kia,Sportage,Kia Sportage,90000.0,2020,1,136.0,0,diesel,1.6,0,1,1,0,0,0,kia,Budget
Mitsubishi,Outlander,Mitsubishi Outlander,111000.0,2019,2,150.0,0,petrol,2.0,0,1,1,0,1,1,mitsubishi,Other
Kia,Sorento,Kia Sorento,28000.0,2022,2,265.0,0,hybrid,1.6,0,0,1,0,1,1,kia,Budget
Audi,RSQ3,Audi RSQ3,110000.0,2016,3,340.0,1,petrol,2.5,1,1,0,0,0,0,audi,Luxury
Audi,Q7,Audi Q7,215000.0,2018,1,374.0,1,hybrid,3.0,1,0,0,0,0,0,audi,Luxury
BMW,3 Series,BMW 3 Series,200000.0,2021,1,292.0,0,hybrid,2.0,0,0,1,1,0,0,bmw,Luxury
Toyota,C-HR,Toyota C-HR,101625.0,2017,1,98.0,0,hybrid,1.8,0,1,1,0,1,1,toyota,Budget
Mitsubishi,Outlander PHEV,Mitsubishi Outlander PHEV,117000.0,2020,1,135.0,1,hybrid,2.4,0,0,1,0,1,1,mitsubishi,Other
Mitsubishi,Eclipse Cross,Mitsubishi Eclipse Cross,113000.0,2021,1,163.0,0,petrol,1.5,0,1,1,0,1,1,mitsubishi,Other
Land Rover,Defender,Land Rover Defender,145000.0,2001,5,138.0,1,diesel,2.5,1,0,0,0,0,0,land rover,Luxury
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,129600.0,2021,2,98.0,0,hybrid,1.8,0,1,1,0,0,0,toyota,Budget
Volkswagen,Jetta,Volkswagen Jetta,24000.0,2015,2,105.0,0,petrol,1.2,1,0,0,0,0,0,volkswagen,Other
Mitsubishi,Pajero,Mitsubishi Pajero short,1000.0,2004,5,160.0,1,diesel,3.2,1,1,0,0,0,0,mitsubishi,Other
Hyundai,Bayon,Hyundai Bayon,124550.0,2023,1,120.0,0,petrol,1.0,0,0,1,0,1,1,hyundai,Budget
Renault,Kangoo,The new Renault Kangoo,64481.0,2019,1,95.0,0,diesel,1.5,0,0,1,0,0,0,renault,Budget
Renault,Kangoo,The new Renault Kangoo,69716.0,2020,1,95.0,0,diesel,1.5,0,0,1,1,0,0,renault,Budget
BYD,DOLPHIN,BYD DOLPHIN,138900.0,2024,1,204.0,0,electric,,0,0,0,1,1,1,byd,Other
Hyundai,Ioniq,Hyundai Ioniq,102400.0,2019,1,141.0,0,hybrid,1.6,0,0,1,0,1,1,hyundai,Budget
Kia,Rio,Kia Rio,20000.0,2013,1,82.0,0,petrol,1.2,1,0,0,1,0,0,kia,Budget
Tesla,Model 3,Tesla Model 3,159000.0,2021,2,325.0,0,electric,,0,0,1,0,1,1,tesla,Luxury
Alfa Romeo,Giulietta,Alfa Romeo Giulietta,107000.0,2019,2,240.0,0,petrol,1.7,0,1,1,1,0,0,alfa romeo,Other
Volkswagen,Kravel,Volkswagen Kravel,115000.0,2018,2,150.0,0,diesel,2.0,1,0,1,0,0,0,volkswagen,Other
Toyota,Camry,Toyota Camry,123000.0,2020,3,208.0,0,hybrid,2.5,0,1,1,0,0,0,toyota,Budget
Toyota,Auris Hybrid,Toyota Auris Hybrid,49900.0,2017,2,99.0,0,hybrid,1.8,0,1,1,0,0,0,toyota,Budget
GMC,GMC HUMMER EV,GMC / GMC HUMMER EV,20000.0,2023,1,1000.0,0,electric,,1,0,0,1,0,0,gmc,Other
Skoda,Octavia,Skoda Octavia,75000.0,2018,1,150.0,0,petrol,1.4,1,0,0,0,0,0,skoda,Budget
Kia,Sportage,Kia Sportage,64000.0,2017,2,132.0,0,petrol,1.6,1,1,1,0,0,0,kia,Budget
Renault,Megane,Renault Megane 3rd generation (2009-2017),22000.0,2013,2,110.0,0,diesel,1.5,1,1,0,1,0,0,renault,Budget
Kia,Niro Hybrid,Kia Niro Hybrid,74800.0,2017,2,141.0,0,hybrid,1.6,0,1,1,0,1,1,kia,Budget
Mazda,3,Mazda 3,52000.0,2015,1,120.0,0,petrol,1.5,1,1,0,1,0,0,mazda,Other
Seat,Ibiza,seat Ibiza,47000.0,2017,1,95.0,0,petrol,1.0,1,0,1,1,0,0,seat,Budget
Kia,Rio,Kia Rio,26500.0,2014,1,109.0,0,petrol,1.4,1,0,1,0,0,0,kia,Budget
Toyota,Auris Hybrid,Toyota Auris Hybrid,49000.0,2017,1,99.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget
Mercedes,C-Class,Mercedes C-Class Coupe / Cabriolet,234000.0,2020,1,258.0,0,petrol,2.0,0,1,0,0,0,0,mercedes,Luxury
Mercedes,E-Class,Mercedes E-Class,110000.0,2016,1,184.0,0,petrol,2.0,1,1,1,0,0,0,mercedes,Luxury
Citroen,C4,Citroen C4 Speedorer,4000.0,2021,1,130.0,0,petrol,1.2,0,1,1,0,1,1,citroen,Other
Skoda,Octavia,Skoda Octavia,98000.0,2021,1,110.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget
Citroen,C4,Citroen C4 Speedorer,52000.0,2020,1,130.0,0,petrol,1.2,0,1,1,0,1,1,citroen,Other
Hyundai,Accent/i25,The new Hyundai Accent/ i25 (2019 onwards),81164.0,2020,1,100.0,0,petrol,1.4,0,0,1,0,0,0,hyundai,Budget
Citroen,C4,Citroen C4 Speedorer,60900.0,2020,1,130.0,0,petrol,1.2,0,1,1,0,1,1,citroen,Other
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,94900.0,2020,1,98.0,0,hybrid,1.8,0,1,1,0,0,0,toyota,Budget
BYD,ATTO 3,BYD ATTO 3,171500.0,2024,1,204.0,0,electric,,0,1,0,1,1,1,byd,Other
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,99900.0,2020,1,98.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget
Hyundai,Accent/i25,The new Hyundai Accent/ i25 (2019 onwards),59900.0,2020,1,100.0,0,petrol,1.4,1,0,1,0,0,0,hyundai,Budget
Fiat,Doblo,Fiat Doblo,65000.0,2019,3,105.0,0,diesel,1.6,1,0,1,1,0,0,fiat,Budget
Hyundai,i20,Hyundai i20,22000.0,2011,3,100.0,0,petrol,1.4,1,0,0,0,0,0,hyundai,Budget
Nissan,X-Trail,Nissan X-Trail,64500.0,2016,2,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
Citroen,Berlingo,Citroen Berlingo 3rd generation (2018 onwards),75000.0,2020,1,75.0,0,diesel,1.5,1,0,1,1,0,0,citroen,Other
Chevrolet,Savanna,Chevrolet Savanna long,90000.0,2018,1,181.0,0,diesel,4.5,0,0,0,0,0,0,chevrolet,Budget
Nissan,Qashqai,Nissan Qashqai,5500.0,2016,1,115.0,0,petrol,1.2,0,1,1,1,0,0,nissan,Budget
Lexus,ES300H,Lexus ES300H,150000.0,2019,2,178.0,0,hybrid,2.5,0,1,1,0,1,1,lexus,Luxury
Hyundai,i10,Hyundai i10,66000.0,2021,1,84.0,0,petrol,1.2,1,0,1,0,0,0,hyundai,Budget
Skoda,Octavia,Skoda Octavia,50125.0,2016,2,110.0,0,petrol,1.2,1,0,0,0,0,0,skoda,Budget
Peugeot,2008,Peugeot 2008,3000.0,2016,2,110.0,0,petrol,1.2,1,1,0,1,0,0,peugeot,Other
Honda,Civic,The new Honda Civic sedan,63000.0,2019,2,125.0,0,petrol,1.6,0,1,1,1,0,0,honda,Budget
Nissan,Qashqai,Nissan Qashqai,62300.0,2015,1,115.0,0,petrol,1.2,0,1,1,1,0,0,nissan,Budget
Peugeot,3008,Peugeot 3008,75000.0,2019,2,130.0,0,diesel,1.5,0,1,1,0,1,1,peugeot,Other
Nissan,Qashqai,Nissan Qashqai,67000.0,2017,1,115.0,0,petrol,1.2,0,1,1,1,0,0,nissan,Budget
Hyundai,i10,Hyundai i10,52800.0,2019,1,87.0,0,petrol,1.2,1,0,1,0,0,0,hyundai,Budget
Land Rover,Discovery 1,Land Rover Discovery 1,70000.0,1995,2,180.0,1,petrol,3.9,0,0,0,0,0,0,land rover,Luxury
Seat,Ibiza,seat Ibiza,29000.0,2015,5,90.0,0,petrol,1.2,1,0,0,1,0,0,seat,Budget
Jeep,Compass,Jeep Compass,227100.0,2022,1,240.0,1,hybrid,1.4,0,1,1,0,0,0,jeep,Other
Mitsubishi,Triton / L200 4X4,Mitsubishi Triton / L200 4X4,76400.0,2017,2,154.0,1,diesel,2.4,0,1,1,1,0,0,mitsubishi,Other
Cadillac,CTS,Cadillac CTS,125000.0,2018,2,272.0,0,petrol,2.0,0,1,1,0,1,1,cadillac,Luxury
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,97900.0,2020,1,98.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget
Skoda,Octavia,Skoda Octavia,109184.0,2021,1,150.0,0,petrol,1.5,0,0,0,0,0,0,skoda,Budget
Renault,Grand Scenic,Renault Grand Scenic,71900.0,2020,1,140.0,0,petrol,1.3,0,0,0,0,0,0,renault,Budget
Peugeot,3008,Peugeot 3008,70000.0,2017,1,165.0,0,petrol,1.6,0,1,1,1,0,0,peugeot,Other
Hyundai,Ioniq,Hyundai Ioniq,102000.0,2021,1,141.0,0,hybrid,1.6,1,1,0,0,0,0,hyundai,Budget
BMW,X1,BMW X1,155000.0,2021,1,140.0,0,petrol,1.5,0,1,1,1,0,0,bmw,Luxury
Hyundai,Ioniq,Hyundai Ioniq,79000.0,2019,1,141.0,0,hybrid,1.6,0,0,1,0,1,1,hyundai,Budget
Hyundai,i10,Hyundai i10,69295.0,2020,1,84.0,0,petrol,1.2,0,1,1,0,0,0,hyundai,Budget
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,101900.0,2020,1,98.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget
BMW,1 Series,BMW 1 Series,55555.0,2015,2,136.0,0,petrol,1.6,1,1,0,1,0,0,bmw,Luxury
Kia,CEED,Kia CEED / CEED,4050.0,2017,2,135.0,0,petrol,1.6,0,0,1,0,0,0,kia,Budget
Tesla,Model 3,Tesla Model 3,170000.0,2021,2,498.0,1,electric,,0,1,1,0,0,0,tesla,Luxury
Hyundai,i30,Hyundai i30,4000.0,2015,3,135.0,0,petrol,1.6,1,1,0,0,0,0,hyundai,Budget
Skoda,Karoq,Skoda Karoq,76000.0,2018,2,115.0,0,petrol,1.0,0,1,1,0,1,1,skoda,Budget
Hyundai,Tucson,Hyundai Tucson,73600.0,2017,2,155.0,0,petrol,2.0,1,1,0,0,0,0,hyundai,Budget
Renault,Megane Estate/ Grand Tour,Renault Megane Estate/ Grand Tour,23000.0,2017,3,110.0,0,diesel,1.5,1,1,0,1,0,0,renault,Budget
Nissan,X-Trail,Nissan X-Trail,59000.0,2017,1,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
Mercedes,C-Class,Mercedes C-Class,30500.0,2022,1,258.0,0,petrol,2.0,0,1,1,1,0,0,mercedes,Luxury
Nissan,X-Trail,Nissan X-Trail,123000.0,2020,2,150.0,0,diesel,1.7,0,1,1,1,0,0,nissan,Budget
Audi,TT,Audi TT,225000.0,2022,2,197.0,0,petrol,2.0,0,1,1,1,0,0,audi,Luxury
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,115000.0,2020,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget
Chevrolet,Spark,Chevrolet Spark,60900.0,2020,1,98.0,0,electric,1.4,1,1,1,0,0,0,chevrolet,Budget
Opel,Corsa,Opel Corsa,38500.0,2018,2,90.0,0,petrol,1.4,1,1,1,0,0,0,opel,Other
Renault,Clio,Renault Clio 4th generation (2013-2019),32450.0,2018,2,118.0,0,petrol,1.2,1,1,1,0,0,0,renault,Budget
Mitsubishi,Eclipse Cross,Mitsubishi Eclipse Cross,80500.0,2018,2,163.0,0,petrol,1.5,0,1,1,0,1,1,mitsubishi,Other
Chrysler,Grand Voyager,Chrysler Grand Voyager,60000.0,2014,2,279.0,0,petrol,3.6,1,1,0,0,0,0,chrysler,Other
Hyundai,Ioniq,Hyundai Ioniq,80000.0,2018,2,141.0,0,hybrid,1.6,0,0,1,0,1,1,hyundai,Budget
Mercedes,S-Class,Mercedes S-Class,20000.0,2005,10,245.0,0,petrol,3.7,0,1,0,0,0,0,mercedes,Luxury
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,94000.0,2021,1,98.0,0,petrol,1.8,1,0,1,1,0,0,toyota,Budget
Kia,Picanto,Kia Picanto,64900.0,2020,1,84.0,0,petrol,1.2,1,0,1,0,0,0,kia,Budget
Chevrolet,Blazer,Chevrolet Blazer (2019 and later),182000.0,2021,1,308.0,1,electric,3.6,1,1,0,0,1,1,chevrolet,Budget
Skoda,Superb,Skoda Superb (2019 onwards),198000.0,2023,1,190.0,0,petrol,2.0,1,1,1,0,0,0,skoda,Budget
Kia,Stonic,Kia Stonic,88000.0,2021,1,100.0,0,petrol,1.0,0,1,1,1,0,0,kia,Budget
Abarth,500,Abarth 500,69900.0,2016,5,160.0,0,petrol,1.4,1,1,0,1,0,0,abarth,Other
Nissan,Qashqai,Nissan Qashqai,112000.0,2020,1,160.0,0,petrol,1.3,0,1,1,0,0,0,nissan,Budget
Subaru,XV,Subaru XV,48500.0,2014,4,150.0,1,petrol,2.0,1,1,0,0,0,0,subaru,Other
Toyota,Camry,Toyota Camry,45000.0,2010,1,187.0,0,hybrid,2.4,1,0,0,0,0,0,toyota,Budget
Kia,Sportage,Kia Sportage,120000.0,2021,2,155.0,0,petrol,2.0,1,1,1,0,0,0,kia,Budget
Nissan,X-Trail,Nissan X-Trail,115000.0,2019,1,177.0,1,diesel,2.0,0,1,1,1,0,0,nissan,Budget
Renault,Clio,Renault Clio 4th generation (2013-2019),35000.0,2017,1,118.0,0,petrol,1.2,1,1,1,0,0,0,renault,Budget
Hyundai,i10,Hyundai i10,33600.0,2017,2,66.0,0,petrol,1.0,1,1,1,0,0,0,hyundai,Budget
Ford,Focus,Ford Focus,18600.0,2012,2,170.0,0,petrol,2.0,1,0,0,1,0,0,ford,Other
Fiat,Ducato,Fiat Ducato long,3000.0,2015,3,130.0,0,diesel,2.3,1,0,0,0,0,0,fiat,Budget
Peugeot,3008,Peugeot 3008,125000.0,2021,1,130.0,0,diesel,1.5,0,1,1,0,1,1,peugeot,Other
Toyota,Corolla,Toyota Corolla,52000.0,2015,2,132.0,0,petrol,1.6,1,0,0,1,0,0,toyota,Budget
Nissan,Juke,Nissan Juke / Juke,21000.0,2012,3,117.0,0,petrol,1.6,1,1,0,0,0,0,nissan,Budget
Nissan,Juke,Nissan Juke / Juke,40000.0,2015,3,117.0,0,petrol,1.6,1,1,0,0,0,0,nissan,Budget
Kia,Sportage,Kia Sportage,56700.0,2016,2,132.0,0,petrol,1.6,1,1,1,0,0,0,kia,Budget
Seat,Arona,Seat Arona,70000.0,2020,1,115.0,0,petrol,1.0,0,1,1,0,1,1,seat,Budget
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,107000.0,2021,1,98.0,0,hybrid,1.8,0,0,1,1,0,0,toyota,Budget
Hyundai,iX35,Hyundai iX35,45000.0,2015,2,154.0,0,petrol,2.0,1,0,0,0,0,0,hyundai,Budget
Mazda,CX-5,Mazda CX-5,151000.0,2021,2,165.0,0,petrol,2.0,0,1,1,0,1,1,mazda,Other
Toyota,Corolla Hybrid,Toyota Corolla Hybrid,99000.0,2019,1,98.0,0,hybrid,1.8,0,0,0,1,1,1,toyota,Budget
Mercedes,Sprinter,Mercedes Sprinter commercial,180000.0,2023,0,190.0,0,diesel,2.0,0,0,0,0,0,0,mercedes,Luxury
Hyundai,i35,Hyundai i35,38000.0,2015,2,132.0,0,petrol,1.6,1,0,0,0,0,0,hyundai,Budget
Skoda,Karoq,Skoda Karoq,80900.0,2019,1,115.0,0,petrol,1.0,0,1,1,0,1,1,skoda,Budget
Renault,Megane Grand Coupe,Renault Megane Grand Coupe,60999.0,2019,2,116.0,0,diesel,1.5,0,1,1,0,1,1,renault,Budget
Abarth,500,Abarth 500,13000.0,2022,2,165.0,0,petrol,1.4,0,1,1,1,0,0,abarth,Other
Citroen,C4,Citroen C4 Speedorer,86900.0,2021,1,130.0,0,petrol,1.2,0,0,0,0,0,0,citroen,Other
Fiat,500,Fiat 500,135000.0,2021,1,118.0,0,electric,,0,1,1,1,0,0,fiat,Budget
Hyundai,i30CW,Hyundai i30CW,1000.0,2009,4,126.0,0,petrol,1.6,1,0,0,0,0,0,hyundai,Budget
Tesla,Model 3,Tesla Model 3,209000.0,2022,1,513.0,1,electric,,0,0,0,0,1,1,tesla,Luxury
Volkswagen,Tiguan,Volkswagen Tiguan,96000.0,2018,1,150.0,0,petrol,1.4,0,1,1,0,1,1,volkswagen,Other
Mitsubishi,Outlander,Mitsubishi Outlander,45000.0,2017,1,150.0,0,petrol,2.0,1,0,1,0,0,0,mitsubishi,Other
Renault,Clio Estate,Renault Clio Estate,23700.0,2017,3,118.0,0,petrol,1.2,0,1,1,1,0,0,renault,Budget
Renault,Fluence,Renault Fluence,17000.0,2014,2,115.0,0,petrol,1.6,1,0,1,0,0,0,renault,Budget
Citroen,Berlingo,Citroen Berlingo 2nd generation (2008-2019),42000.0,2017,2,75.0,0,diesel,1.6,1,0,0,1,0,0,citroen,Other
Peugeot,2008,Peugeot 2008,101000.0,2021,2,130.0,0,petrol,1.2,0,1,1,0,1,1,peugeot,Other
Hyundai,Tucson,Hyundai Tucson,74000.0,2018,2,155.0,0,petrol,2.0,1,1,1,0,0,0,hyundai,Budget
Nissan,X-Trail,Nissan X-Trail,84000.0,2018,2,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
BMW,7 Series,BMW 7 Series,189000.0,2016,3,326.0,0,petrol,3.0,1,0,0,0,1,1,bmw,Luxury
Toyota,Yaris Cross,Toyota Yaris Cross,155000.0,2023,1,92.0,0,hybrid,1.5,0,1,1,0,0,0,toyota,Budget
Hyundai,Tucson,Hyundai Tucson,18000.0,2008,1,175.0,1,petrol,2.7,1,1,0,0,0,0,hyundai,Budget
Kia,Niro Hybrid,Kia Niro Hybrid,87000.0,2018,2,141.0,0,hybrid,1.6,0,0,1,0,1,1,kia,Budget
Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,148000.0,2017,4,180.0,1,diesel,2.0,0,1,1,1,0,0,land rover,Luxury
Cadillac,XT5,Cadillac XT5,205000.0,2021,1,310.0,0,petrol,1.6,1,0,1,0,1,1,cadillac,Luxury
Cadillac,ATS,Cadillac ATS,64900.0,2016,2,272.0,0,petrol,2.0,1,1,1,0,0,0,cadillac,Luxury
Fiat,500,Fiat 500,4000.0,2022,0,95.0,0,electric,,0,0,1,1,0,0,fiat,Budget
Renault,Master,Renault Master long,74000.0,2019,1,150.0,0,diesel,3.5,1,0,0,0,0,0,renault,Budget
Jeep,Compass,Jeep Compass,149900.0,2022,0,150.0,0,petrol,1.3,0,1,1,0,0,0,jeep,Other
Hyundai,Ioniq,Hyundai Ioniq,99900.0,2020,1,141.0,0,hybrid,1.6,0,1,0,0,1,1,hyundai,Budget
Skoda,Scala,Skoda Scala,75000.0,2021,1,115.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget
Mazda,CX-3,Mazda CX-3,96300.0,2020,1,156.0,0,petrol,2.0,0,1,0,1,0,0,mazda,Other
Toyota,Corolla,Toyota Corolla,59900.0,2016,3,132.0,0,petrol,1.6,1,0,0,1,0,0,toyota,Budget
Hyundai,Ioniq,Hyundai Ioniq,75000.0,2018,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,hyundai,Budget
Skoda,Octavia,Skoda Octavia,3000.0,2015,2,105.0,0,petrol,1.2,1,0,0,0,0,0,skoda,Budget
Kia,Sportage,Kia Sportage,85000.0,2021,2,136.0,0,diesel,1.6,0,1,1,0,0,0,kia,Budget
Audi,A1,Audi A1,54900.0,2016,2,95.0,0,petrol,1.0,1,1,0,1,0,0,audi,Luxury
Renault,Megane Grand Coupe,Renault Megane Grand Coupe,84000.0,2021,1,116.0,0,diesel,1.5,0,1,1,1,0,0,renault,Budget
Hyundai,i10,Hyundai i10,64900.0,2021,2,84.0,0,petrol,1.2,1,1,1,0,0,0,hyundai,Budget
Mitsubishi,Outlander,Mitsubishi Outlander,99900.0,2020,1,150.0,0,petrol,2.0,0,1,1,0,1,1,mitsubishi,Other
Nissan,Sentra,Nissan Sentra,43900.0,2017,2,130.0,0,petrol,1.8,1,1,1,0,0,0,nissan,Budget
Skoda,Superb,Skoda Superb (until 2019),84000.0,2019,1,150.0,0,petrol,1.5,0,1,1,0,1,1,skoda,Budget
Peugeot,2008,Peugeot 2008,94000.0,2021,1,130.0,0,petrol,1.2,0,1,1,0,1,1,peugeot,Other
Jeep,Grand Cherokee,Jeep / Jeep Grand Cherokee,95000.0,2014,3,282.0,1,petrol,3.6,1,1,0,0,0,0,jeep,Other
Chrysler,Pacifica,Chrysler Pacifica,138000.0,2019,2,280.0,0,petrol,3.6,1,1,1,0,0,0,chrysler,Other
Kia,Sportage,Kia Sportage,79000.0,2019,2,136.0,0,diesel,1.6,0,1,1,0,0,0,kia,Budget
Kia,Sportage,Kia Sportage,106500.0,2021,1,177.0,0,petrol,1.6,0,1,1,0,1,1,kia,Budget
Cupra,Formentor,Copra formentor,207100.0,2022,1,310.0,1,petrol,2.0,1,1,0,0,0,0,cupra,Other
Volkswagen,Tiguan,Volkswagen Tiguan,130000.0,2020,1,150.0,0,petrol,1.5,0,1,1,0,1,1,volkswagen,Other
Mercedes,C-Class,Mercedes C-Class Taxi,50800.0,2019,1,160.0,0,diesel,1.6,0,1,1,1,0,0,mercedes,Luxury
Mercedes,A-Class,Mercedes A-Class,69000.0,2014,3,122.0,0,petrol,1.6,1,1,0,1,0,0,mercedes,Luxury
Toyota,Hilux Vigo,Toyota Hilux Vigo 4X4,135000.0,2015,2,171.0,1,diesel,3.0,0,1,0,0,0,0,toyota,Budget
Ford,Edge,Ford Edge / EDGE,84600.0,2016,2,285.0,0,petrol,3.5,1,1,0,0,0,0,ford,Other
Nissan,Sentra,Nissan Sentra,59000.0,2020,2,124.0,0,petrol,1.8,0,0,0,0,0,0,nissan,Budget
Mitsubishi,L200,Mitsubishi L200 Hunter 4X4,50000.0,2011,5,136.0,1,diesel,2.5,1,1,0,1,0,0,mitsubishi,Other
Citroen,C4,Citroen C4 Speedorer,63900.0,2020,1,130.0,0,petrol,1.2,0,0,0,0,0,0,citroen,Other
Mazda,CX-5,Mazda CX-5,92000.0,2017,1,165.0,0,petrol,2.0,0,1,1,0,0,0,mazda,Other
Nissan,Qashqai,Nissan Qashqai,74900.0,2019,1,160.0,0,petrol,1.3,0,1,1,0,1,1,nissan,Budget
Chevrolet,Traverse,Chevrolet Traverse,134500.0,2018,1,281.0,0,electric,3.6,0,0,0,0,0,0,chevrolet,Budget
Smart,#1,Smart #1,189000.0,2024,0,272.0,0,electric,,0,1,0,1,0,0,smart,Other
Peugeot,3008,Peugeot 3008,97990.0,2019,1,130.0,0,diesel,1.5,0,1,1,1,0,0,peugeot,Other
Nissan,Qashqai,Nissan Qashqai,86031.0,2017,1,115.0,0,petrol,1.2,0,1,1,1,0,0,nissan,Budget
Audi,SQ5,Audi SQ5,229900.0,2019,2,354.0,1,petrol,3.0,1,1,1,0,0,0,audi,Luxury
Kia,Sportage,Kia Sportage,119600.0,2021,1,155.0,0,petrol,2.0,1,1,1,0,0,0,kia,Budget
Nissan,Qashqai,Nissan Qashqai,85000.0,2021,1,160.0,0,petrol,1.3,0,1,1,0,1,1,nissan,Budget
Kia,Niro Hybrid,Kia Niro Hybrid,100000.0,2021,1,141.0,0,hybrid,1.6,0,0,1,0,1,1,kia,Budget
Volvo,S60,Volvo S60,199000.0,2021,1,390.0,0,petrol,2.0,0,1,1,0,1,1,volvo,Other
Hyundai,Accent/i25,The new Hyundai Accent/ i25 (2019 onwards),78000.0,2020,1,123.0,0,petrol,1.6,1,0,1,0,0,0,hyundai,Budget
Peugeot,5008,Peugeot 5008,91900.0,2019,2,130.0,0,diesel,1.5,0,1,1,1,0,0,peugeot,Other
Mitsubishi,ASX,Mitsubishi ASX,66800.0,2019,1,150.0,0,petrol,2.0,1,1,1,0,0,0,mitsubishi,Other
Citroen,C5 Aircross,Citroen C5 Aircross,149900.0,2023,1,130.0,0,petrol,1.2,0,0,1,0,1,1,citroen,Other
Hyundai,i25,Hyundai i25,36000.0,2016,3,124.0,0,petrol,1.6,1,0,0,0,0,0,hyundai,Budget
Skoda,Kodiaq,Skoda Kodiaq,148000.0,2021,2,150.0,0,diesel,2.0,1,0,0,0,0,0,skoda,Budget
Hyundai,Ioniq,Hyundai Ioniq,83000.0,2018,2,141.0,0,hybrid,1.6,0,0,1,1,0,0,hyundai,Budget
Tesla,Model 3,Tesla Model 3,178000.0,2021,1,513.0,1,electric,,1,1,0,0,0,0,tesla,Luxury
Mercedes,ML Class,Mercedes ML Class,112000.0,2015,1,258.0,1,diesel,3.0,1,1,1,0,0,0,mercedes,Luxury
